Country Code,Short Name,Region,year,GDPPerCapita,GDPperCapitaPPP,Homicide,HomicideFemale,HomicideFemale,Population
BWA,Botswana,Sub-Saharan Africa,2001,"4,892","10,062",12,,,"1,754,935"
CAF,Central African Republic,Sub-Saharan Africa,2001,422,832,,,,"3,832,203"
CAN,Canada,North America,2001,"43,965","37,712",2,1,3,"31,081,900"
CHE,Switzerland,Europe & Central Asia,2001,"68,265","51,118",1,1,1,"7,229,854"
CHI,Channel Islands,Europe & Central Asia,2001,,,,,,"149,793"
CHL,Chile,Latin America & Caribbean,2001,"9,666","14,614",,,,"15,444,969"
CHN,China,East Asia & Pacific,2001,"1,906","3,980",2,,,"1,271,850,000"
CIV,Côte d'Ivoire,Sub-Saharan Africa,2001,"1,310","2,890",,,,"17,040,152"
CMR,Cameroon,Sub-Saharan Africa,2001,"1,183","2,649",5,,,"15,671,927"
COD,Dem. Rep. Congo,Sub-Saharan Africa,2001,276,546,,,,"48,394,338"
COG,Congo,Sub-Saharan Africa,2001,"2,388","4,524",,,,"3,315,806"
COL,Colombia,Latin America & Caribbean,2001,"4,776","8,271",68,11,126,"40,988,909"
COM,Comoros,Sub-Saharan Africa,2001,"1,293","2,385",,,,"555,888"
CPV,Cabo Verde,Sub-Saharan Africa,2001,"2,185","3,845",,,,"443,716"
CRI,Costa Rica,Latin America & Caribbean,2001,"6,333","10,041",6,1,11,"3,996,798"
CUB,Cuba,Latin America & Caribbean,2001,"3,572",,5,3,8,"11,186,542"
CUW,Curaçao,Latin America & Caribbean,2001,,,8,3,13,"129,047"
CYM,Cayman Islands,Latin America & Caribbean,2001,,"59,665",5,,,"43,316"
CYP,Cyprus,Europe & Central Asia,2001,"27,445","30,202",1,,,"960,282"
CZE,Czech Republic,Europe & Central Asia,2001,"15,295","21,892",1,1,2,"10,216,605"
DEU,Germany,Europe & Central Asia,2001,"38,578","37,325",1,1,1,"82,349,925"
DJI,Djibouti,Middle East & North Africa,2001,,,,,,"732,711"
DMA,Dominica,Latin America & Caribbean,2001,"5,574","8,223",1,,,"69,670"
DNK,Denmark,Europe & Central Asia,2001,"56,109","42,534",1,1,1,"5,358,783"
DOM,Dominican Republic,Latin America & Caribbean,2001,"4,053","8,272",13,,,"8,697,126"
DZA,Algeria,Middle East & North Africa,2001,"3,600","10,382",,,,"31,592,153"
ECU,Ecuador,Latin America & Caribbean,2001,"3,760","7,550",13,2,23,"12,852,755"
EGY,Egypt,Middle East & North Africa,2001,"1,982","7,508",,,,"71,226,940"
ERI,Eritrea,Sub-Saharan Africa,2001,603,"1,772",,,,"3,497,124"
ESP,Spain,Europe & Central Asia,2001,"29,265","30,951",1,1,2,"40,850,412"
EST,Estonia,Europe & Central Asia,2001,"10,817","16,804",10,4,17,"1,388,115"
ETH,Ethiopia,Sub-Saharan Africa,2001,207,650,,,,"68,492,257"
FIN,Finland,Europe & Central Asia,2001,"41,400","35,706",3,2,4,"5,188,008"
FJI,Fiji,East Asia & Pacific,2001,"3,369","6,782",,,,"814,218"
FRA,France,Europe & Central Asia,2001,"38,928","35,266",2,,,"61,357,430"
FRO,Faroe Islands,Europe & Central Asia,2001,,,,,,"47,526"
FSM,Micronesia,East Asia & Pacific,2001,"2,761","3,182",,,,"107,165"
GAB,Gabon,Sub-Saharan Africa,2001,"10,099","17,714",,,,"1,262,259"
GBR,United Kingdom,Europe & Central Asia,2001,"36,342","33,951",2,,,"59,119,673"
GEO,Georgia,Europe & Central Asia,2001,"1,653","3,755",6,,,"4,014,373"
GHA,Ghana,Sub-Saharan Africa,2001,983,"2,291",2,,,"19,421,605"
GIB,Gibraltar,Europe & Central Asia,2001,,,,,,"31,374"
GIN,Guinea,Sub-Saharan Africa,2001,583,"1,446",,,,"8,971,139"
GMB,The Gambia,Sub-Saharan Africa,2001,544,"1,590",,,,"1,270,495"
GNB,Guinea-Bissau,Sub-Saharan Africa,2001,533,"1,366",,,,"1,267,512"
GNQ,Equatorial Guinea,Sub-Saharan Africa,2001,"8,604","16,932",,,,"639,762"
GRC,Greece,Europe & Central Asia,2001,"24,111","25,731",1,1,2,"10,862,132"
GRD,Grenada,Latin America & Caribbean,2001,"6,217","9,435",6,,,"101,849"
GRL,Greenland,Europe & Central Asia,2001,"32,515",,30,,,"56,350"
GTM,Guatemala,Latin America & Caribbean,2001,"2,554","6,069",27,,,"11,924,946"
GUM,Guam,East Asia & Pacific,2001,,,5,,,"156,401"
GUY,Guyana,Latin America & Caribbean,2001,"2,441","4,687",11,,,"752,263"
HKG,"Hong Kong SAR, China",East Asia & Pacific,2001,"22,975","33,956",1,,,"6,714,300"
HND,Honduras,Latin America & Caribbean,2001,"1,622","3,333",52,,,"6,693,061"
HRV,Croatia,Europe & Central Asia,2001,"11,250","16,762",2,1,3,"4,299,642"
HTI,Haiti,Latin America & Caribbean,2001,746,"1,693",,,,"8,692,567"
HUN,Hungary,Europe & Central Asia,2001,"10,918","18,685",2,2,3,"10,187,576"
IDN,Indonesia,East Asia & Pacific,2001,"2,191","5,934",,,,"214,506,502"
IMN,Isle of Man,Europe & Central Asia,2001,"50,420",,,,,"73,192"
IND,India,South Asia,2001,854,"2,801",5,3,6,"1,071,477,855"
IRL,Ireland,Europe & Central Asia,2001,"44,720","39,949",1,0,2,"3,866,243"
IRN,Iran,Middle East & North Africa,2001,"4,750","13,047",,,,"67,096,414"
IRQ,Iraq,Middle East & North Africa,2001,"4,286","12,105",,,,"24,251,649"
ISL,Iceland,Europe & Central Asia,2001,"37,489","34,972",0,,,"284,968"
ISR,Israel,Middle East & North Africa,2001,"26,999","26,124",4,2,5,"6,439,000"
ITA,Italy,Europe & Central Asia,2001,"36,801","37,162",1,1,2,"56,974,100"
JAM,Jamaica,Latin America & Caribbean,2001,"4,674","7,980",43,,,"2,677,011"
JOR,Jordan,Middle East & North Africa,2001,"2,907","7,484",,,,"5,193,482"
JPN,Japan,East Asia & Pacific,2001,"42,239","33,928",1,,,"127,149,000"
KAZ,Kazakhstan,Europe & Central Asia,2001,"5,107","11,314",14,,,"14,858,335"
KEN,Kenya,Sub-Saharan Africa,2001,841,"2,153",,,,"32,321,482"
KGZ,Kyrgyz Republic,Europe & Central Asia,2001,683,"2,164",8,3,13,"4,945,100"
KHM,Cambodia,East Asia & Pacific,2001,454,"1,458",3,,,"12,402,473"
KIR,Kiribati,East Asia & Pacific,2001,"1,668","1,927",5,,,"85,858"
KNA,St. Kitts and Nevis,Latin America & Caribbean,2001,"14,155","22,236",13,,,"45,990"
KOR,Korea,East Asia & Pacific,2001,"15,667","21,530",,,,"47,370,164"
KWT,Kuwait,Middle East & North Africa,2001,"35,052","68,473",2,,,"2,109,355"
LAO,Lao PDR,East Asia & Pacific,2001,700,"2,587",,,,"5,414,568"
LBN,Lebanon,Middle East & North Africa,2001,"6,789","12,609",,,,"3,359,859"
LBR,Liberia,Sub-Saharan Africa,2001,602,"1,292",,,,"2,991,132"
LBY,Libya,Middle East & North Africa,2001,"8,672","21,199",,,,"5,440,566"
LCA,St. Lucia,Latin America & Caribbean,2001,"6,936","10,209",21,,,"158,464"
LIE,Liechtenstein,Europe & Central Asia,2001,,,0,,,"33,671"
LKA,Sri Lanka,South Asia,2001,"1,784","5,418",,,,"18,913,054"
LSO,Lesotho,Sub-Saharan Africa,2001,894,"1,828",,,,"1,885,955"
LTU,Lithuania,Europe & Central Asia,2001,"7,447","13,093",10,5,16,"3,470,818"
LUX,Luxembourg,Europe & Central Asia,2001,"94,695","82,767",2,2,2,"441,525"
LVA,Latvia,Europe & Central Asia,2001,"7,479","12,052",9,,,"2,337,170"
MAC,"Macao SAR, China",East Asia & Pacific,2001,"22,641","42,443",2,,,"438,081"
MAF,St. Martin (French part),Latin America & Caribbean,2001,,,,,,"27,782"
MAR,Morocco,Middle East & North Africa,2001,"2,091","4,754",2,,,"29,181,832"
MCO,Monaco,Europe & Central Asia,2001,"140,803",,3,,,"32,360"
MDA,Moldova,Europe & Central Asia,2001,"1,030","2,468",10,6,15,"3,631,462"
MDG,Madagascar,Sub-Saharan Africa,2001,442,"1,484",,,,"16,260,932"
MDV,Maldives,South Asia,2001,"5,421","9,166",2,,,"287,027"
MEX,Mexico,Latin America & Caribbean,2001,"8,844","15,415",10,2,18,"103,067,068"
MHL,Marshall Islands,East Asia & Pacific,2001,"2,756","3,048",,,,"52,183"
MKD,North Macedonia,Europe & Central Asia,2001,"3,330","8,323",3,,,"2,042,842"
MLI,Mali,Sub-Saharan Africa,2001,620,"1,639",,,,"11,293,258"
MLT,Malta,Middle East & North Africa,2001,"18,280","24,583",2,,,"393,028"
MMR,Myanmar,East Asia & Pacific,2001,382,"1,438",2,,,"46,627,994"
MNE,Montenegro,Europe & Central Asia,2001,"4,986","10,475",,,,"607,389"
MNG,Mongolia,East Asia & Pacific,2001,"1,633","4,748",,,,"2,419,776"
MNP,Northern Mariana Islands,East Asia & Pacific,2001,,,,,,"69,388"
MOZ,Mozambique,Sub-Saharan Africa,2001,281,615,6,,,"18,588,758"
MRT,Mauritania,Sub-Saharan Africa,2001,987,"2,725",,,,"2,790,729"
MUS,Mauritius,Sub-Saharan Africa,2001,"5,658","11,273",,,,"1,196,287"
MWI,Malawi,Sub-Saharan Africa,2001,356,800,8,,,"11,695,863"
MYS,Malaysia,East Asia & Pacific,2001,"6,893","16,039",2,,,"23,698,907"
NAM,Namibia,Sub-Saharan Africa,2001,"3,767","6,140",18,,,"1,933,596"
NCL,New Caledonia,East Asia & Pacific,2001,,,,,,"217,324"
NER,Niger,Sub-Saharan Africa,2001,333,778,,,,"11,771,976"
NGA,Nigeria,Sub-Saharan Africa,2001,"1,428","3,169",,,,"125,463,434"
NIC,Nicaragua,Latin America & Caribbean,2001,"1,324","3,495",11,,,"5,100,750"
NLD,Netherlands,Europe & Central Asia,2001,"46,759","42,309",1,1,2,"16,046,180"
NOR,Norway,Europe & Central Asia,2001,"82,993","58,956",1,1,1,"4,513,751"
NPL,Nepal,South Asia,2001,473,"1,586",4,,,"24,161,777"
NRU,Nauru,East Asia & Pacific,2001,,,,,,"10,052"
NZL,New Zealand,East Asia & Pacific,2001,"29,897","28,501",1,1,2,"3,880,500"
OMN,Oman,Middle East & North Africa,2001,"19,308","45,400",,,,"2,294,787"
PAK,Pakistan,South Asia,2001,847,"3,487",7,,,"141,601,437"
PAN,Panama,Latin America & Caribbean,2001,"5,419","10,481",10,2,18,"3,089,684"
PER,Peru,Latin America & Caribbean,2001,"3,287","6,517",,,,"26,261,363"
PHL,Philippines,East Asia & Pacific,2001,"1,619","4,255",7,,,"79,665,315"
PLW,Palau,East Asia & Pacific,2001,"9,689","12,968",,,,"19,404"
PNG,Papua New Guinea,East Asia & Pacific,2001,"1,679","2,673",,,,"5,716,152"
POL,Poland,Europe & Central Asia,2001,"8,634","14,920",2,1,3,"38,248,076"
PRI,Puerto Rico,Latin America & Caribbean,2001,"25,632","32,892",20,3,38,"3,818,774"
PRK,Dem. People's Rep. Korea,East Asia & Pacific,2001,,,,,,"23,131,810"
PRT,Portugal,Europe & Central Asia,2001,"21,777","26,318",1,0,2,"10,362,722"
PRY,Paraguay,Latin America & Caribbean,2001,"3,486","7,795",24,,,"5,406,624"
PSE,West Bank and Gaza,Middle East & North Africa,2001,"1,910","3,832",,,,"2,997,784"
PYF,French Polynesia,East Asia & Pacific,2001,,,,,,"241,273"
QAT,Qatar,Middle East & North Africa,2001,"60,707","108,055",1,0,1,"616,886"
ROU,Romania,Europe & Central Asia,2001,"5,244","11,158",3,1,4,"22,131,970"
RUS,Russia,Europe & Central Asia,2001,"6,851","14,829",29,14,47,"145,976,083"
RWA,Rwanda,Sub-Saharan Africa,2001,342,830,,,,"8,329,406"
SAU,Saudi Arabia,Middle East & North Africa,2001,"17,585","41,473",1,,,"21,303,592"
SDN,Sudan,Sub-Saharan Africa,2001,"1,039","2,368",,,,"27,945,005"
SEN,Senegal,Sub-Saharan Africa,2001,"1,126","2,445",,,,"10,134,497"
SGP,Singapore,East Asia & Pacific,2001,"32,192","49,851",1,,,"4,138,012"
SLB,Solomon Islands,East Asia & Pacific,2001,"1,122","1,627",,,,"423,853"
SLE,Sierra Leone,Sub-Saharan Africa,2001,274,823,,,,"4,739,147"
SLV,El Salvador,Latin America & Caribbean,2001,"2,692","5,669",61,,,"5,905,962"
SMR,San Marino,Europe & Central Asia,2001,"73,439","78,890",0,,,"27,762"
SOM,Somalia,Sub-Saharan Africa,2001,,,,,,"9,290,823"
SRB,Serbia,Europe & Central Asia,2001,"3,582","8,398",3,2,4,"7,503,433"
SSD,South Sudan,Sub-Saharan Africa,2001,,,,,,"6,974,442"
STP,São Tomé and Principe,Sub-Saharan Africa,2001,863,"2,018",,,,"141,622"
SUR,Suriname,Latin America & Caribbean,2001,"5,882","10,068",17,,,"477,740"
SVK,Slovak Republic,Europe & Central Asia,2001,"10,658","16,152",2,1,3,"5,378,867"
SVN,Slovenia,Europe & Central Asia,2001,"19,088","23,357",1,,,"1,992,060"
SWE,Sweden,Europe & Central Asia,2001,"45,271","37,330",1,1,1,"8,895,960"
SWZ,Eswatini,Sub-Saharan Africa,2001,"2,953","5,838",19,,,"1,072,927"
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,2001,,,,,,"30,600"
SYC,Seychelles,Sub-Saharan Africa,2001,"9,560","18,018",,,,"81,202"
SYR,Syrian Arab Republic,Middle East & North Africa,2001,,,2,,,"16,766,899"
TCA,Turks and Caicos Islands,Latin America & Caribbean,2001,,,0,,,"20,185"
TCD,Chad,Sub-Saharan Africa,2001,497,"1,068",,,,"8,663,012"
TGO,Togo,Sub-Saharan Africa,2001,503,"1,171",,,,"5,111,770"
THA,Thailand,East Asia & Pacific,2001,"3,544","9,418",8,,,"63,543,322"
TJK,Tajikistan,Europe & Central Asia,2001,447,"1,276",4,,,"6,327,125"
TKM,Turkmenistan,Europe & Central Asia,2001,"2,459","5,506",5,,,"4,564,080"
TLS,Timor-Leste,East Asia & Pacific,2001,"1,435","3,528",,,,"892,531"
TON,Tonga,East Asia & Pacific,2001,"3,376","4,742",6,2,10,"98,611"
TTO,Trinidad and Tobago,Latin America & Caribbean,2001,"10,152","19,022",12,,,"1,272,380"
TUN,Tunisia,Middle East & North Africa,2001,"3,091","7,792",,,,"9,785,701"
TUR,Turkey,Europe & Central Asia,2001,"7,632","12,842",,,,"64,191,474"
TUV,Tuvalu,East Asia & Pacific,2001,"3,100","3,063",,,,"9,512"
TZA,Tanzania,Sub-Saharan Africa,2001,528,"1,583",,,,"35,117,019"
UGA,Uganda,Sub-Saharan Africa,2001,419,"1,068",,,,"24,854,892"
UKR,Ukraine,Europe & Central Asia,2001,"2,005","5,292",10,6,15,"48,683,865"
URY,Uruguay,Latin America & Caribbean,2001,"8,637","12,358",7,,,"3,327,103"
USA,United States,North America,2001,"45,047","45,988",7,3,10,"284,968,955"
UZB,Uzbekistan,Europe & Central Asia,2001,837,"2,576",4,,,"24,964,450"
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,2001,"4,825","7,677",11,,,"107,988"
VEN,Venezuela,Latin America & Caribbean,2001,"11,975","14,627",32,4,60,"24,948,476"
VGB,British Virgin Islands,Latin America & Caribbean,2001,,,5,,,"21,085"
VIR,Virgin Islands,Latin America & Caribbean,2001,,,26,4,50,"108,549"
VNM,Vietnam,East Asia & Pacific,2001,800,"2,692",1,,,"81,139,919"
VUT,Vanuatu,East Asia & Pacific,2001,"2,680","2,664",,,,"189,290"
WSM,Samoa,East Asia & Pacific,2001,"2,942","4,601",,,,"175,566"
XKX,Kosovo,Europe & Central Asia,2001,"2,436","5,870",,,,"1,701,154"
YEM,Yemen,Middle East & North Africa,2001,"1,148","3,929",,,,"18,390,135"
ZAF,South Africa,Sub-Saharan Africa,2001,"5,912","9,658",46,,,"46,385,006"
ZMB,Zambia,Sub-Saharan Africa,2001,961,"2,155",,,,"10,824,125"
ZWE,Zimbabwe,Sub-Saharan Africa,2001,"1,412","2,871",12,,,"12,366,165"
ABW,Aruba,Latin America & Caribbean,2002,"25,508","37,360",5,2,9,"94,992"
AFG,Afghanistan,South Asia,2002,340,"1,045",,,,"21,979,923"
AGO,Angola,Sub-Saharan Africa,2002,"2,426","4,301",,,,"17,572,649"
ALB,Albania,Europe & Central Asia,2002,"2,573","6,238",7,3,11,"3,051,010"
AND,Andorra,Europe & Central Asia,2002,"42,396",,,,,"70,049"
ARE,United Arab Emirates,Middle East & North Africa,2002,"58,707","95,895",,,,"3,507,232"
ARG,Argentina,Latin America & Caribbean,2002,"6,817","12,413",,,,"37,889,370"
ARM,Armenia,Europe & Central Asia,2002,"1,762","3,669",2,1,3,"3,033,897"
ASM,American Samoa,East Asia & Pacific,2002,"10,614",,12,,,"58,731"
ATG,Antigua and Barbuda,Latin America & Caribbean,2002,"11,147","17,591",6,3,9,"86,266"
AUS,Australia,East Asia & Pacific,2002,"45,787","36,554",2,1,3,"19,651,400"
AUT,Austria,Europe & Central Asia,2002,"42,859","39,638",1,1,1,"8,081,957"
AZE,Azerbaijan,Europe & Central Asia,2002,"1,955","5,338",3,,,"8,171,950"
BDI,Burundi,Sub-Saharan Africa,2002,231,724,,,,"6,741,569"
BEL,Belgium,Europe & Central Asia,2002,"40,892","37,857",3,2,4,"10,332,785"
BEN,Benin,Sub-Saharan Africa,2002,720,"1,729",,,,"7,295,394"
BFA,Burkina Faso,Sub-Saharan Africa,2002,457,"1,130",1,,,"12,293,100"
BGD,Bangladesh,South Asia,2002,535,"1,726",3,,,"136,600,667"
BGR,Bulgaria,Europe & Central Asia,2002,"4,533","10,123",3,1,5,"7,837,161"
BHR,Bahrain,Middle East & North Africa,2002,"22,038","43,147",1,,,"735,148"
BHS,The Bahamas,Latin America & Caribbean,2002,"32,080","33,505",17,8,26,"309,157"
BIH,Bosnia and Herzegovina,Europe & Central Asia,2002,"3,293","6,936",2,1,4,"3,775,807"
BLR,Belarus,Europe & Central Asia,2002,"3,204","8,429",10,,,"9,865,548"
BLZ,Belize,Latin America & Caribbean,2002,"3,995","7,240",33,,,"262,206"
BMU,Bermuda,North America,2002,"83,049","53,097",2,,,"62,912"
BOL,Bolivia,Latin America & Caribbean,2002,"1,624","4,431",,,,"8,653,345"
BRA,Brazil,Latin America & Caribbean,2002,"8,924","11,560",25,4,47,"180,151,021"
BRB,Barbados,Latin America & Caribbean,2002,"14,943","15,148",9,5,13,"271,478"
BRN,Brunei,East Asia & Pacific,2002,"36,832","84,125",,,,"346,867"
BTN,Bhutan,South Asia,2002,"1,361","4,009",3,,,"606,399"
BWA,Botswana,Sub-Saharan Africa,2002,"5,116","10,522",14,,,"1,779,953"
CAF,Central African Republic,Sub-Saharan Africa,2002,428,846,,,,"3,907,612"
CAN,Canada,North America,2002,"44,884","38,500",2,1,2,"31,362,000"
CHE,Switzerland,Europe & Central Asia,2002,"67,860","50,815",1,1,1,"7,284,753"
CHI,Channel Islands,Europe & Central Asia,2002,,,,,,"150,901"
CHL,Chile,Latin America & Caribbean,2002,"9,853","14,896",,,,"15,623,635"
CHN,China,East Asia & Pacific,2002,"2,066","4,315",2,,,"1,280,400,000"
CIV,Côte d'Ivoire,Sub-Saharan Africa,2002,"1,264","2,788",,,,"17,366,517"
CMR,Cameroon,Sub-Saharan Africa,2002,"1,202","2,690",6,,,"16,084,886"
COD,Dem. Rep. Congo,Sub-Saharan Africa,2002,276,546,,,,"49,835,756"
COG,Congo,Sub-Saharan Africa,2002,"2,430","4,605",,,,"3,407,180"
COL,Colombia,Latin America & Caribbean,2002,"4,826","8,359",68,11,127,"41,572,491"
COM,Comoros,Sub-Saharan Africa,2002,"1,291","2,382",,,,"569,479"
CPV,Cabo Verde,Sub-Saharan Africa,2002,"2,257","3,971",,,,"452,106"
CRI,Costa Rica,Latin America & Caribbean,2002,"6,434","10,202",6,2,11,"4,063,204"
CUB,Cuba,Latin America & Caribbean,2002,"3,613",,6,3,8,"11,217,998"
CUW,Curaçao,Latin America & Caribbean,2002,,,30,9,55,"129,205"
CYM,Cayman Islands,Latin America & Caribbean,2002,,"58,751",0,,,"44,738"
CYP,Cyprus,Europe & Central Asia,2002,"28,143","30,969",0,,,"976,966"
CZE,Czech Republic,Europe & Central Asia,2002,"15,577","22,297",1,1,2,"10,196,916"
DEU,Germany,Europe & Central Asia,2002,"38,513","37,262",1,1,1,"82,488,495"
DJI,Djibouti,Middle East & North Africa,2002,,,,,,"746,221"
DMA,Dominica,Latin America & Caribbean,2002,"5,404","7,972",13,,,"69,824"
DNK,Denmark,Europe & Central Asia,2002,"56,191","42,596",1,0,2,"5,375,931"
DOM,Dominican Republic,Latin America & Caribbean,2002,"4,170","8,512",14,,,"8,832,285"
DZA,Algeria,Middle East & North Africa,2002,"3,755","10,826",,,,"31,995,046"
ECU,Ecuador,Latin America & Caribbean,2002,"3,848","7,728",15,3,26,"13,072,060"
EGY,Egypt,Middle East & North Africa,2002,"1,991","7,544",,,,"72,590,118"
ERI,Eritrea,Sub-Saharan Africa,2002,601,"1,766",,,,"3,614,639"
ESP,Spain,Europe & Central Asia,2002,"29,685","31,395",1,1,2,"41,431,558"
EST,Estonia,Europe & Central Asia,2002,"11,547","17,938",10,4,17,"1,379,350"
ETH,Ethiopia,Sub-Saharan Africa,2002,204,642,,,,"70,497,192"
FIN,Finland,Europe & Central Asia,2002,"41,994","36,218",3,2,3,"5,200,598"
FJI,Fiji,East Asia & Pacific,2002,"3,470","6,987",,,,"815,691"
FRA,France,Europe & Central Asia,2002,"39,078","35,402",2,,,"61,805,267"
FRO,Faroe Islands,Europe & Central Asia,2002,,,,,,"47,769"
FSM,Micronesia,East Asia & Pacific,2002,"2,782","3,206",,,,"106,983"
GAB,Gabon,Sub-Saharan Africa,2002,"9,823","17,231",,,,"1,294,409"
GBR,United Kingdom,Europe & Central Asia,2002,"37,078","34,638",2,,,"59,370,479"
GEO,Georgia,Europe & Central Asia,2002,"1,759","3,996",6,,,"3,978,515"
GHA,Ghana,Sub-Saharan Africa,2002,"1,001","2,334",2,,,"19,924,522"
GIB,Gibraltar,Europe & Central Asia,2002,,,,,,"31,544"
GIN,Guinea,Sub-Saharan Africa,2002,602,"1,493",,,,"9,137,345"
GMB,The Gambia,Sub-Saharan Africa,2002,510,"1,490",,,,"1,311,349"
GNB,Guinea-Bissau,Sub-Saharan Africa,2002,517,"1,326",,,,"1,293,523"
GNQ,Equatorial Guinea,Sub-Saharan Africa,2002,"9,868","19,419",,,,"666,407"
GRC,Greece,Europe & Central Asia,2002,"24,966","26,643",1,0,1,"10,902,022"
GRD,Grenada,Latin America & Caribbean,2002,"6,415","9,735",14,,,"102,100"
GRL,Greenland,Europe & Central Asia,2002,"32,052",,21,,,"56,609"
GTM,Guatemala,Latin America & Caribbean,2002,"2,591","6,158",30,,,"12,208,848"
GUM,Guam,East Asia & Pacific,2002,"27,724",,1,,,"157,175"
GUY,Guyana,Latin America & Caribbean,2002,"2,469","4,743",19,,,"751,884"
HKG,"Hong Kong SAR, China",East Asia & Pacific,2002,"23,252","34,366",1,,,"6,744,100"
HND,Honduras,Latin America & Caribbean,2002,"1,641","3,372",53,,,"6,863,157"
HRV,Croatia,Europe & Central Asia,2002,"11,834","17,632",2,1,2,"4,302,174"
HTI,Haiti,Latin America & Caribbean,2002,733,"1,661",,,,"8,834,733"
HUN,Hungary,Europe & Central Asia,2002,"11,445","19,587",2,2,2,"10,158,608"
IDN,Indonesia,East Asia & Pacific,2002,"2,258","6,116",,,,"217,508,059"
IMN,Isle of Man,Europe & Central Asia,2002,"52,889",,,,,"73,870"
IND,India,South Asia,2002,872,"2,859",4,3,6,"1,089,807,112"
IRL,Ireland,Europe & Central Asia,2002,"46,747","41,759",1,1,2,"3,931,947"
IRN,Iran,Middle East & North Africa,2002,"5,028","13,813",,,,"67,983,330"
IRQ,Iraq,Middle East & North Africa,2002,"3,880","10,959",,,,"24,939,299"
ISL,Iceland,Europe & Central Asia,2002,"37,360","34,852",1,,,"287,523"
ISR,Israel,Middle East & North Africa,2002,"26,504","25,645",4,,,"6,570,000"
ITA,Italy,Europe & Central Asia,2002,"36,838","37,199",1,1,2,"57,059,007"
JAM,Jamaica,Latin America & Caribbean,2002,"4,735","8,084",39,,,"2,695,446"
JOR,Jordan,Middle East & North Africa,2002,"3,020","7,776",,,,"5,287,488"
JPN,Japan,East Asia & Pacific,2002,"42,191","33,889",1,,,"127,445,000"
KAZ,Kazakhstan,Europe & Central Asia,2002,"5,607","12,423",13,,,"14,858,948"
KEN,Kenya,Sub-Saharan Africa,2002,823,"2,107",,,,"33,214,009"
KGZ,Kyrgyz Republic,Europe & Central Asia,2002,676,"2,144",8,3,13,"4,990,700"
KHM,Cambodia,East Asia & Pacific,2002,475,"1,525",3,,,"12,634,729"
KIR,Kiribati,East Asia & Pacific,2002,"1,702","1,966",,,,"87,343"
KNA,St. Kitts and Nevis,Latin America & Caribbean,2002,"14,302","22,467",11,,,"46,641"
KOR,Korea,East Asia & Pacific,2002,"16,735","22,997",,,,"47,644,736"
KWT,Kuwait,Middle East & North Africa,2002,"35,523","69,393",1,,,"2,143,833"
LAO,Lao PDR,East Asia & Pacific,2002,730,"2,698",,,,"5,497,273"
LBN,Lebanon,Middle East & North Africa,2002,"6,697","12,438",,,,"3,522,837"
LBR,Liberia,Sub-Saharan Africa,2002,610,"1,309",,,,"3,062,863"
