Country Code,Short Name,Region,year,GDPPerCapita,GDPperCapitaPPP,Homicide,HomicideFemale,HomicideFemale,Population
RUS,Russia,Europe & Central Asia,2010,"10,675","23,108",,,,"142,849,449"
RWA,Rwanda,Sub-Saharan Africa,2010,563,"1,368",3,,,"10,246,842"
SAU,Saudi Arabia,Middle East & North Africa,2010,"19,260","45,421",,,,"27,425,676"
SDN,Sudan,Sub-Saharan Africa,2010,"1,476","3,366",,,,"34,385,963"
SEN,Senegal,Sub-Saharan Africa,2010,"1,255","2,725",9,,,"12,916,229"
SGP,Singapore,East Asia & Pacific,2010,"46,570","72,116",0,0,1,"5,076,732"
SLB,Solomon Islands,East Asia & Pacific,2010,"1,291","1,871",,,,"527,790"
SLE,Sierra Leone,Sub-Saharan Africa,2010,399,"1,200",3,,,"6,458,720"
SLV,El Salvador,Latin America & Caribbean,2010,"2,993","6,301",65,17,117,"6,164,626"
SMR,San Marino,Europe & Central Asia,2010,"68,758","73,862",0,,,"31,110"
SOM,Somalia,Sub-Saharan Africa,2010,,,5,,,"12,053,223"
SRB,Serbia,Europe & Central Asia,2010,"5,412","12,688",1,1,2,"7,291,436"
SSD,South Sudan,Sub-Saharan Africa,2010,,,,,,"10,067,192"
STP,São Tomé and Principe,Sub-Saharan Africa,2010,"1,130","2,642",3,,,"174,776"
SUR,Suriname,Latin America & Caribbean,2010,"8,303","14,211",,,,"526,103"
SVK,Slovak Republic,Europe & Central Asia,2010,"16,601","25,159",2,1,2,"5,391,428"
SVN,Slovenia,Europe & Central Asia,2010,"23,437","28,678",1,1,1,"2,048,583"
SWE,Sweden,Europe & Central Asia,2010,"52,133","42,989",1,1,1,"9,378,126"
SWZ,Eswatini,Sub-Saharan Africa,2010,"3,690","7,297",17,5,31,"1,202,843"
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,2010,,"34,109",,,,"34,056"
SYC,Seychelles,Sub-Saharan Africa,2010,"10,805","20,365",10,3,16,"89,770"
SYR,Syrian Arab Republic,Middle East & North Africa,2010,,,2,1,3,"21,018,834"
TCA,Turks and Caicos Islands,Latin America & Caribbean,2010,,,,,,"30,994"
TCD,Chad,Sub-Saharan Africa,2010,897,"1,925",10,,,"11,887,202"
TGO,Togo,Sub-Saharan Africa,2010,527,"1,226",10,,,"6,502,952"
THA,Thailand,East Asia & Pacific,2010,"5,075","13,487",5,1,10,"67,208,808"
TJK,Tajikistan,Europe & Central Asia,2010,738,"2,106",2,1,4,"7,641,630"
TKM,Turkmenistan,Europe & Central Asia,2010,"4,439","9,942",,,,"5,087,210"
TLS,Timor-Leste,East Asia & Pacific,2010,"3,604","8,861",4,,,"1,109,591"
TON,Tonga,East Asia & Pacific,2010,"3,548","4,984",1,0,2,"104,137"
TTO,Trinidad and Tobago,Latin America & Caribbean,2010,"16,683","31,261",36,8,64,"1,328,100"
TUN,Tunisia,Middle East & North Africa,2010,"4,140","10,436",3,,,"10,639,931"
TUR,Turkey,Europe & Central Asia,2010,"10,672","17,959",4,2,7,"72,326,914"
TUV,Tuvalu,East Asia & Pacific,2010,"3,022","2,986",9,,,"10,531"
TZA,Tanzania,Sub-Saharan Africa,2010,715,"2,143",8,2,15,"46,098,591"
UGA,Uganda,Sub-Saharan Africa,2010,595,"1,516",9,4,15,"33,915,133"
UKR,Ukraine,Europe & Central Asia,2010,"2,965","7,824",4,2,7,"45,870,700"
URY,Uruguay,Latin America & Caribbean,2010,"11,938","17,082",6,2,10,"3,374,415"
USA,United States,North America,2010,"48,467","49,479",5,2,7,"309,326,085"
UZB,Uzbekistan,Europe & Central Asia,2010,"1,377","4,240",,,,"28,562,400"
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,2010,"6,232","9,916",23,6,40,"109,315"
VEN,Venezuela,Latin America & Caribbean,2010,"13,545","16,545",45,5,85,"29,028,033"
VGB,British Virgin Islands,Latin America & Caribbean,2010,,,,,,"27,224"
VIR,Virgin Islands,Latin America & Caribbean,2010,"40,043",,53,13,96,"108,358"
VNM,Vietnam,East Asia & Pacific,2010,"1,310","4,408",2,,,"88,472,512"
VUT,Vanuatu,East Asia & Pacific,2010,"2,966","2,948",2,,,"236,295"
WSM,Samoa,East Asia & Pacific,2010,"3,453","5,400",9,,,"186,205"
XKX,Kosovo,Europe & Central Asia,2010,"3,284","7,912",6,,,"1,775,680"
YEM,Yemen,Middle East & North Africa,2010,"1,309","4,479",5,,,"23,606,779"
ZAF,South Africa,Sub-Saharan Africa,2010,"7,276","11,888",31,10,52,"51,584,663"
ZMB,Zambia,Sub-Saharan Africa,2010,"1,463","3,279",6,,,"13,850,033"
ZWE,Zimbabwe,Sub-Saharan Africa,2010,855,"1,738",5,,,"14,086,317"
ABW,Aruba,Latin America & Caribbean,2011,"24,231","35,490",2,0,4,"102,053"
AFG,Afghanistan,South Asia,2011,536,"1,649",4,,,"29,708,599"
AGO,Angola,Sub-Saharan Africa,2011,"3,580","6,347",4,,,"24,218,565"
ALB,Albania,Europe & Central Asia,2011,"4,210","10,208",5,2,8,"2,905,195"
AND,Andorra,Europe & Central Asia,2011,"38,206",,1,0,2,"83,751"
ARE,United Arab Emirates,Middle East & North Africa,2011,"35,730","58,364",1,1,1,"8,672,475"
ARG,Argentina,Latin America & Caribbean,2011,"10,780","19,629",,,,"41,656,879"
ARM,Armenia,Europe & Central Asia,2011,"3,372","7,022",2,1,4,"2,875,581"
ASM,American Samoa,East Asia & Pacific,2011,"10,443",,9,,,"55,320"
ATG,Antigua and Barbuda,Latin America & Caribbean,2011,"11,790","18,605",,,,"95,719"
AUS,Australia,East Asia & Pacific,2011,"52,476","41,894",1,1,1,"22,340,024"
AUT,Austria,Europe & Central Asia,2011,"48,065","44,453",1,1,1,"8,391,643"
AZE,Azerbaijan,Europe & Central Asia,2011,"5,771","15,754",,,,"9,173,082"
BDI,Burundi,Sub-Saharan Africa,2011,234,732,4,,,"9,043,508"
BEL,Belgium,Europe & Central Asia,2011,"44,594","41,284",2,2,2,"11,038,264"
BEN,Benin,Sub-Saharan Africa,2011,759,"1,821",,,,"9,460,802"
BFA,Burkina Faso,Sub-Saharan Africa,2011,595,"1,473",1,,,"16,081,904"
BGD,Bangladesh,South Asia,2011,797,"2,571",3,,,"153,911,916"
BGR,Bulgaria,Europe & Central Asia,2011,"7,019","15,676",2,1,3,"7,348,328"
BHR,Bahrain,Middle East & North Africa,2011,"20,515","40,165",1,0,1,"1,278,269"
BHS,The Bahamas,Latin America & Caribbean,2011,"27,710","28,941",35,9,62,"366,568"
BIH,Bosnia and Herzegovina,Europe & Central Asia,2011,"4,701","9,902",1,1,2,"3,688,865"
BLR,Belarus,Europe & Central Asia,2011,"6,526","17,167",4,2,6,"9,473,172"
BLZ,Belize,Latin America & Caribbean,2011,"4,335","7,855",38,7,68,"329,192"
BMU,Bermuda,North America,2011,"86,001","54,985",13,6,20,"64,564"
BOL,Bolivia,Latin America & Caribbean,2011,"2,051","5,599",12,,,"10,078,343"
BRA,Brazil,Latin America & Caribbean,2011,"11,559","14,973",24,4,45,"198,686,688"
BRB,Barbados,Latin America & Caribbean,2011,"16,250","16,472",10,1,19,"280,601"
BRN,Brunei,East Asia & Pacific,2011,"36,092","82,435",0,,,"394,013"
BTN,Bhutan,South Asia,2011,"2,310","6,806",4,,,"740,510"
BWA,Botswana,Sub-Saharan Africa,2011,"6,610","13,596",,,,"2,051,339"
CAF,Central African Republic,Sub-Saharan Africa,2011,458,905,,,,"4,476,153"
CAN,Canada,North America,2011,"48,457","41,565",2,1,2,"34,342,780"
CHE,Switzerland,Europe & Central Asia,2011,"75,030","56,184",1,1,1,"7,912,398"
CHI,Channel Islands,Europe & Central Asia,2011,,,,,,"160,497"
CHL,Chile,Latin America & Caribbean,2011,"13,519","20,438",4,1,6,"17,153,357"
CHN,China,East Asia & Pacific,2011,"4,972","10,384",1,,,"1,344,130,000"
CIV,Côte d'Ivoire,Sub-Saharan Africa,2011,"1,139","2,511",,,,"20,895,311"
CMR,Cameroon,Sub-Saharan Africa,2011,"1,327","2,969",4,,,"20,520,447"
COD,Dem. Rep. Congo,Sub-Saharan Africa,2011,345,682,,,,"66,713,597"
COG,Congo,Sub-Saharan Africa,2011,"2,752","5,214",,,,"4,512,730"
COL,Colombia,Latin America & Caribbean,2011,"6,619","11,464",35,6,65,"46,406,646"
COM,Comoros,Sub-Saharan Africa,2011,"1,336","2,465",,,,"706,569"
CPV,Cabo Verde,Sub-Saharan Africa,2011,"3,406","5,992",10,3,18,"508,067"
CRI,Costa Rica,Latin America & Caribbean,2011,"8,450","13,397",10,3,18,"4,600,474"
CUB,Cuba,Latin America & Caribbean,2011,"5,824",,5,2,7,"11,354,651"
CUW,Curaçao,Latin America & Caribbean,2011,,"27,908",,,,"150,831"
CYM,Cayman Islands,Latin America & Caribbean,2011,,"50,005",,,,"56,579"
CYP,Cyprus,Europe & Central Asia,2011,"30,163","33,192",1,1,1,"1,124,835"
CZE,Czech Republic,Europe & Central Asia,2011,"20,119","28,797",1,1,1,"10,496,088"
DEU,Germany,Europe & Central Asia,2011,"44,125","42,693",1,1,1,"80,274,983"
DJI,Djibouti,Middle East & North Africa,2011,,"2,705",,,,"865,937"
DMA,Dominica,Latin America & Caribbean,2011,"6,870","10,135",8,,,"71,718"
DNK,Denmark,Europe & Central Asia,2011,"58,576","44,403",1,1,1,"5,570,572"
DOM,Dominican Republic,Latin America & Caribbean,2011,"5,552","11,334",25,5,46,"10,027,095"
DZA,Algeria,Middle East & North Africa,2011,"4,505","12,990",1,,,"36,819,558"
ECU,Ecuador,Latin America & Caribbean,2011,"4,943","9,927",15,3,28,"15,177,355"
EGY,Egypt,Middle East & North Africa,2011,"2,593","9,824",3,1,5,"85,897,561"
ERI,Eritrea,Sub-Saharan Africa,2011,514,"1,510",,,,"4,474,690"
ESP,Spain,Europe & Central Asia,2011,"30,322","32,068",1,1,1,"46,742,697"
EST,Estonia,Europe & Central Asia,2011,"15,799","24,543",5,2,8,"1,327,439"
ETH,Ethiopia,Sub-Saharan Africa,2011,370,"1,163",,,,"90,046,756"
FIN,Finland,Europe & Central Asia,2011,"47,171","40,684",2,1,3,"5,388,272"
FJI,Fiji,East Asia & Pacific,2011,"3,720","7,489",2,2,2,"867,086"
FRA,France,Europe & Central Asia,2011,"41,329","37,441",1,,,"65,342,775"
FRO,Faroe Islands,Europe & Central Asia,2011,,,,,,"48,608"
FSM,Micronesia,East Asia & Pacific,2011,"2,962","3,413",,,,"103,468"
GAB,Gabon,Sub-Saharan Africa,2011,"9,061","15,894",,,,"1,697,101"
GBR,United Kingdom,Europe & Central Asia,2011,"39,413","36,820",1,1,1,"63,258,918"
GEO,Georgia,Europe & Central Asia,2011,"3,322","7,546",,,,"3,756,441"
GHA,Ghana,Sub-Saharan Africa,2011,"1,461","3,404",2,1,2,"25,121,796"
GIB,Gibraltar,Europe & Central Asia,2011,,,,,,"33,405"
GIN,Guinea,Sub-Saharan Africa,2011,656,"1,626",,,,"11,035,170"
GMB,The Gambia,Sub-Saharan Africa,2011,522,"1,525",,,,"1,746,363"
GNB,Guinea-Bissau,Sub-Saharan Africa,2011,575,"1,475",,,,"1,596,154"
GNQ,Equatorial Guinea,Sub-Saharan Africa,2011,"17,462","34,363",,,,"994,290"
GRC,Greece,Europe & Central Asia,2011,"24,496","26,141",2,1,3,"11,104,899"
GRD,Grenada,Latin America & Caribbean,2011,"7,394","11,221",4,2,6,"105,075"
GRL,Greenland,Europe & Central Asia,2011,"43,781",,2,,,"56,890"
GTM,Guatemala,Latin America & Caribbean,2011,"2,880","6,844",38,8,69,"14,948,919"
GUM,Guam,East Asia & Pacific,2011,"30,693",,3,1,4,"159,678"
GUY,Guyana,Latin America & Caribbean,2011,"3,192","6,131",17,9,26,"749,100"
HKG,"Hong Kong SAR, China",East Asia & Pacific,2011,"33,888","50,086",0,0,0,"7,071,600"
HND,Honduras,Latin America & Caribbean,2011,"1,969","4,046",85,12,159,"8,351,600"
HRV,Croatia,Europe & Central Asia,2011,"13,933","20,759",1,1,1,"4,280,622"
HTI,Haiti,Latin America & Caribbean,2011,689,"1,562",9,,,"10,145,054"
HUN,Hungary,Europe & Central Asia,2011,"13,347","22,841",1,1,2,"9,971,727"
IDN,Indonesia,East Asia & Pacific,2011,"3,263","8,838",1,,,"245,707,511"
IMN,Isle of Man,Europe & Central Asia,2011,"74,773",,1,,,"80,759"
IND,India,South Asia,2011,"1,414","4,636",4,3,4,"1,247,236,029"
IRL,Ireland,Europe & Central Asia,2011,"50,305","44,938",1,0,2,"4,580,084"
IRN,Iran,Middle East & North Africa,2011,"6,623","18,192",,,,"75,491,582"
IRQ,Iraq,Middle East & North Africa,2011,"4,695","13,262",8,3,13,"31,727,053"
ISL,Iceland,Europe & Central Asia,2011,"43,701","40,767",1,1,1,"319,014"
ISR,Israel,Middle East & North Africa,2011,"31,593","30,569",2,1,3,"7,765,800"
ITA,Italy,Europe & Central Asia,2011,"35,994","36,347",1,1,1,"59,379,449"
JAM,Jamaica,Latin America & Caribbean,2011,"4,746","8,102",40,8,72,"2,829,493"
JOR,Jordan,Middle East & North Africa,2011,"3,579","9,214",2,1,3,"7,574,943"
JPN,Japan,East Asia & Pacific,2011,"44,539","35,775",0,0,0,"127,833,000"
KAZ,Kazakhstan,Europe & Central Asia,2011,"9,603","21,277",9,4,14,"16,557,201"
KEN,Kenya,Sub-Saharan Africa,2011,999,"2,557",5,,,"42,486,839"
KGZ,Kyrgyz Republic,Europe & Central Asia,2011,921,"2,921",9,,,"5,514,600"
KHM,Cambodia,East Asia & Pacific,2011,828,"2,659",2,1,3,"14,537,886"
KIR,Kiribati,East Asia & Pacific,2011,"1,516","1,750",11,,,"104,656"
KNA,St. Kitts and Nevis,Latin America & Caribbean,2011,"15,007","23,575",65,,,"52,006"
KOR,Korea,East Asia & Pacific,2011,"22,725","31,229",1,1,1,"49,936,638"
KWT,Kuwait,Middle East & North Africa,2011,"39,652","77,460",2,1,3,"3,191,051"
LAO,Lao PDR,East Asia & Pacific,2011,"1,216","4,495",,,,"6,333,487"
LBN,Lebanon,Middle East & North Africa,2011,"8,450","15,694",4,,,"4,588,368"
LBR,Liberia,Sub-Saharan Africa,2011,531,"1,139",4,,,"4,070,167"
LBY,Libya,Middle East & North Africa,2011,"4,579","11,193",,,,"6,193,501"
LCA,St. Lucia,Latin America & Caribbean,2011,"8,230","12,115",26,8,45,"173,832"
LIE,Liechtenstein,Europe & Central Asia,2011,,,0,,,"36,264"
LKA,Sri Lanka,South Asia,2011,"3,027","9,193",4,2,6,"20,315,017"
LSO,Lesotho,Sub-Saharan Africa,2011,"1,223","2,500",34,,,"2,064,166"
LTU,Lithuania,Europe & Central Asia,2011,"12,999","22,854",7,4,10,"3,028,115"
LUX,Luxembourg,Europe & Central Asia,2011,"105,265","92,005",1,0,2,"518,347"
LVA,Latvia,Europe & Central Asia,2011,"12,270","19,773",3,,,"2,059,709"
MAC,"Macao SAR, China",East Asia & Pacific,2011,"62,279","116,752",1,1,0,"549,439"
MAF,St. Martin (French part),Latin America & Caribbean,2011,,,,,,"30,615"
MAR,Morocco,Middle East & North Africa,2011,"2,942","6,688",1,,,"32,858,823"
MCO,Monaco,Europe & Central Asia,2011,"153,132",,0,,,"37,497"
MDA,Moldova,Europe & Central Asia,2011,"1,743","4,179",7,3,13,"3,559,986"
MDG,Madagascar,Sub-Saharan Africa,2011,407,"1,368",,,,"21,743,949"
MDV,Maldives,South Asia,2011,"7,490","12,665",1,,,"375,131"
MEX,Mexico,Latin America & Caribbean,2011,"9,208","16,049",23,5,41,"119,090,017"
MHL,Marshall Islands,East Asia & Pacific,2011,"3,178","3,513",,,,"52,542"
MKD,North Macedonia,Europe & Central Asia,2011,"4,646","11,612",1,0,3,"2,072,383"
MLI,Mali,Sub-Saharan Africa,2011,709,"1,875",,,,"15,540,989"
MLT,Malta,Middle East & North Africa,2011,"21,276","28,612",1,1,0,"416,268"
MMR,Myanmar,East Asia & Pacific,2011,"1,035","3,898",2,0,4,"50,553,031"
MNE,Montenegro,Europe & Central Asia,2011,"6,889","14,472",3,1,6,"620,079"
MNG,Mongolia,East Asia & Pacific,2011,"3,054","8,881",10,4,15,"2,761,516"
MNP,Northern Mariana Islands,East Asia & Pacific,2011,"13,712",,,,,"53,786"
MOZ,Mozambique,Sub-Saharan Africa,2011,436,955,3,1,6,"24,939,005"
MRT,Mauritania,Sub-Saharan Africa,2011,"1,222","3,372",,,,"3,717,672"
MUS,Mauritius,Sub-Saharan Africa,2011,"8,313","16,562",3,1,4,"1,252,404"
MWI,Malawi,Sub-Saharan Africa,2011,467,"1,051",2,,,"15,627,618"
MYS,Malaysia,East Asia & Pacific,2011,"9,377","21,819",2,,,"28,635,128"
NAM,Namibia,Sub-Saharan Africa,2011,"5,351","8,721",14,,,"2,215,621"
NCL,New Caledonia,East Asia & Pacific,2011,,,,,,"254,350"
NER,Niger,Sub-Saharan Africa,2011,343,802,5,,,"17,064,636"
NGA,Nigeria,Sub-Saharan Africa,2011,"2,349","5,212",,,,"162,877,076"
NIC,Nicaragua,Latin America & Caribbean,2011,"1,603","4,231",13,2,24,"5,807,820"
NLD,Netherlands,Europe & Central Asia,2011,"51,500","46,599",1,1,1,"16,693,074"
NOR,Norway,Europe & Central Asia,2011,"87,481","62,145",2,2,2,"4,953,088"
NPL,Nepal,South Asia,2011,606,"2,031",2,,,"27,327,147"
NRU,Nauru,East Asia & Pacific,2011,"5,469","7,339",,,,"10,057"
NZL,New Zealand,East Asia & Pacific,2011,"34,337","32,735",1,1,1,"4,384,000"
OMN,Oman,Middle East & North Africa,2011,"17,914","42,121",1,,,"3,237,268"
PAK,Pakistan,South Asia,2011,"1,046","4,310",8,,,"174,184,265"
PAN,Panama,Latin America & Caribbean,2011,"8,838","17,094",15,1,28,"3,707,782"
PER,Peru,Latin America & Caribbean,2011,"5,271","10,449",5,2,9,"29,759,989"
PHL,Philippines,East Asia & Pacific,2011,"2,171","5,707",9,2,16,"95,277,940"
PLW,Palau,East Asia & Pacific,2011,"9,355","12,520",,,,"20,599"
PNG,Papua New Guinea,East Asia & Pacific,2011,"1,982","3,155",,,,"7,269,348"
POL,Poland,Europe & Central Asia,2011,"13,223","22,851",1,1,2,"38,063,255"
PRI,Puerto Rico,Latin America & Caribbean,2011,"26,647","34,196",31,4,61,"3,678,732"
PRK,Dem. People's Rep. Korea,East Asia & Pacific,2011,,,,,,"24,722,298"
PRT,Portugal,Europe & Central Asia,2011,"22,159","26,780",1,1,1,"10,557,560"
PRY,Paraguay,Latin America & Caribbean,2011,"4,508","10,081",10,2,19,"6,293,783"
PSE,West Bank and Gaza,Middle East & North Africa,2011,"2,551","4,356",1,0,1,"3,927,051"
PYF,French Polynesia,East Asia & Pacific,2011,,,,,,"269,843"
QAT,Qatar,Middle East & North Africa,2011,"72,671","129,350",0,0,0,"1,952,054"
ROU,Romania,Europe & Central Asia,2011,"8,416","17,908",2,1,2,"20,147,528"
RUS,Russia,Europe & Central Asia,2011,"11,230","24,310",,,,"142,960,868"
RWA,Rwanda,Sub-Saharan Africa,2011,592,"1,437",,,,"10,516,071"
SAU,Saudi Arabia,Middle East & North Africa,2011,"20,575","48,525",,,,"28,238,020"
SDN,Sudan,Sub-Saharan Africa,2011,"1,593","3,632",,,,"35,167,314"
SEN,Senegal,Sub-Saharan Africa,2011,"1,237","2,684",,,,"13,300,910"
SGP,Singapore,East Asia & Pacific,2011,"48,505","75,113",0,0,0,"5,183,688"
SLB,Solomon Islands,East Asia & Pacific,2011,"1,429","2,072",,,,"539,614"
SLE,Sierra Leone,Sub-Saharan Africa,2011,415,"1,246",3,,,"6,611,692"
SLV,El Salvador,Latin America & Caribbean,2011,"3,093","6,511",71,19,128,"6,192,560"
SMR,San Marino,Europe & Central Asia,2011,"61,489","66,053",0,,,"31,504"
SOM,Somalia,Sub-Saharan Africa,2011,,,,,,"12,404,725"
SRB,Serbia,Europe & Central Asia,2011,"5,531","12,968",2,1,2,"7,234,099"
SSD,South Sudan,Sub-Saharan Africa,2011,,"3,374",,,,"10,448,857"
STP,São Tomé and Principe,Sub-Saharan Africa,2011,"1,153","2,696",3,2,5,"178,800"
SUR,Suriname,Latin America & Caribbean,2011,"8,698","14,888",,,,"531,589"
SVK,Slovak Republic,Europe & Central Asia,2011,"17,047","25,835",2,1,2,"5,398,384"
SVN,Slovenia,Europe & Central Asia,2011,"23,541","28,805",1,1,1,"2,052,843"
SWE,Sweden,Europe & Central Asia,2011,"53,127","43,809",1,1,1,"9,449,213"
SWZ,Eswatini,Sub-Saharan Africa,2011,"3,704","7,324",,,,"1,225,258"
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,2011,,"36,340",,,,"33,435"
SYC,Seychelles,Sub-Saharan Africa,2011,"11,967","22,557",17,11,23,"87,441"
SYR,Syrian Arab Republic,Middle East & North Africa,2011,,,,,,"20,863,993"
TCA,Turks and Caicos Islands,Latin America & Caribbean,2011,,,,,,"31,731"
TCD,Chad,Sub-Saharan Africa,2011,868,"1,864",,,,"12,288,651"
TGO,Togo,Sub-Saharan Africa,2011,546,"1,270",,,,"6,679,282"
THA,Thailand,East Asia & Pacific,2011,"5,094","13,535",5,1,9,"67,530,130"
TJK,Tajikistan,Europe & Central Asia,2011,775,"2,212",2,0,3,"7,815,949"
TKM,Turkmenistan,Europe & Central Asia,2011,"5,006","11,213",,,,"5,174,061"
TLS,Timor-Leste,East Asia & Pacific,2011,"3,952","9,717",,,,"1,131,523"
TON,Tonga,East Asia & Pacific,2011,"3,632","5,101",2,0,4,"104,577"
TTO,Trinidad and Tobago,Latin America & Caribbean,2011,"16,551","31,013",26,4,49,"1,334,788"
TUN,Tunisia,Middle East & North Africa,2011,"4,015","10,121",,,,"10,761,467"
TUR,Turkey,Europe & Central Asia,2011,"11,684","19,661",4,2,7,"73,409,455"
TUV,Tuvalu,East Asia & Pacific,2011,"3,219","3,182",9,,,"10,628"
TZA,Tanzania,Sub-Saharan Africa,2011,746,"2,236",9,2,15,"47,570,902"
UGA,Uganda,Sub-Saharan Africa,2011,629,"1,603",11,4,17,"35,093,648"
UKR,Ukraine,Europe & Central Asia,2011,"3,138","8,282",,,,"45,706,100"
URY,Uruguay,Latin America & Caribbean,2011,"12,513","17,905",6,2,10,"3,385,624"
USA,United States,North America,2011,"48,862","49,883",5,2,7,"311,580,009"
UZB,Uzbekistan,Europe & Central Asia,2011,"1,452","4,470",,,,"29,339,400"
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,2011,"6,204","9,872",19,,,"109,341"
VEN,Venezuela,Latin America & Caribbean,2011,"13,903","16,981",48,5,90,"29,463,291"
VGB,British Virgin Islands,Latin America & Caribbean,2011,,,,,,"27,901"
VIR,Virgin Islands,Latin America & Caribbean,2011,"36,799",,43,5,83,"108,292"
VNM,Vietnam,East Asia & Pacific,2011,"1,377","4,633",2,0,3,"89,436,644"
VUT,Vanuatu,East Asia & Pacific,2011,"2,933","2,915",,,,"241,871"
WSM,Samoa,East Asia & Pacific,2011,"3,625","5,667",,,,"187,665"
XKX,Kosovo,Europe & Central Asia,2011,"3,412","8,222",3,,,"1,791,000"
YEM,Yemen,Middle East & North Africa,2011,"1,112","3,805",6,,,"24,252,206"
ZAF,South Africa,Sub-Saharan Africa,2011,"7,418","12,119",30,9,51,"52,263,516"
ZMB,Zambia,Sub-Saharan Africa,2011,"1,500","3,361",6,,,"14,264,756"
ZWE,Zimbabwe,Sub-Saharan Africa,2011,956,"1,943",,,,"14,386,649"
ABW,Aruba,Latin America & Caribbean,2012,"23,777","34,825",4,2,6,"102,577"
AFG,Afghanistan,South Asia,2012,585,"1,800",6,1,12,"30,696,958"
AGO,Angola,Sub-Saharan Africa,2012,"3,750","6,648",5,2,8,"25,096,150"
ALB,Albania,Europe & Central Asia,2012,"4,277","10,370",5,2,9,"2,900,401"
AND,Andorra,Europe & Central Asia,2012,"38,191",,0,0,0,"82,431"
ARE,United Arab Emirates,Middle East & North Africa,2012,"36,376","59,419",1,1,1,"8,900,453"
ARG,Argentina,Latin America & Caribbean,2012,"10,558","19,225",,,,"42,096,739"
ARM,Armenia,Europe & Central Asia,2012,"3,606","7,511",2,1,3,"2,881,922"
ASM,American Samoa,East Asia & Pacific,2012,"10,000",,4,,,"55,230"
ATG,Antigua and Barbuda,Latin America & Caribbean,2012,"12,070","19,047",10,,,"96,777"
AUS,Australia,East Asia & Pacific,2012,"53,574","42,771",1,1,1,"22,733,465"
AUT,Austria,Europe & Central Asia,2012,"48,172","44,552",1,1,1,"8,429,991"
AZE,Azerbaijan,Europe & Central Asia,2012,"5,820","15,888",2,1,3,"9,295,784"
BDI,Burundi,Sub-Saharan Africa,2012,237,742,5,,,"9,319,710"
BEL,Belgium,Europe & Central Asia,2012,"44,423","41,125",2,1,2,"11,106,932"
BEN,Benin,Sub-Saharan Africa,2012,773,"1,856",,,,"9,729,160"
BFA,Burkina Faso,Sub-Saharan Africa,2012,615,"1,521",1,,,"16,571,216"
BGD,Bangladesh,South Asia,2012,840,"2,707",3,,,"155,727,053"
BGR,Bulgaria,Europe & Central Asia,2012,"7,062","15,772",2,1,3,"7,305,888"
BHR,Bahrain,Middle East & North Africa,2012,"20,921","40,960",0,,,"1,300,217"
BHS,The Bahamas,Latin America & Caribbean,2012,"28,145","29,396",30,5,56,"372,039"
BIH,Bosnia and Herzegovina,Europe & Central Asia,2012,"4,714","9,930",2,1,2,"3,648,200"
BLR,Belarus,Europe & Central Asia,2012,"6,642","17,472",4,2,5,"9,464,495"
BLZ,Belize,Latin America & Caribbean,2012,"4,363","7,906",43,8,78,"336,701"
BMU,Bermuda,North America,2012,"81,548","52,137",9,0,20,"64,798"
BOL,Bolivia,Latin America & Caribbean,2012,"2,122","5,793",12,,,"10,239,004"
BRA,Brazil,Latin America & Caribbean,2012,"11,671","15,118",26,4,49,"200,560,983"
BRB,Barbados,Latin America & Caribbean,2012,"16,238","16,461",8,1,15,"281,585"
BRN,Brunei,East Asia & Pacific,2012,"35,899","81,994",1,,,"399,748"
BTN,Bhutan,South Asia,2012,"2,387","7,033",4,,,"752,967"
BWA,Botswana,Sub-Saharan Africa,2012,"6,779","13,944",,,,"2,089,315"
CAF,Central African Republic,Sub-Saharan Africa,2012,476,939,,,,"4,490,416"
CAN,Canada,North America,2012,"48,724","41,795",2,1,2,"34,750,545"
CHE,Switzerland,Europe & Central Asia,2012,"74,984","56,150",1,0,1,"7,996,861"
CHI,Channel Islands,Europe & Central Asia,2012,,,,,,"161,358"
CHL,Chile,Latin America & Caribbean,2012,"14,109","21,330",3,0,5,"17,309,746"
CHN,China,East Asia & Pacific,2012,"5,336","11,146",1,,,"1,350,695,000"
CIV,Côte d'Ivoire,Sub-Saharan Africa,2012,"1,230","2,712",,,,"21,418,603"
CMR,Cameroon,Sub-Saharan Africa,2012,"1,350","3,021",4,2,7,"21,082,383"
COD,Dem. Rep. Congo,Sub-Saharan Africa,2012,358,707,,,,"68,978,682"
COG,Congo,Sub-Saharan Africa,2012,"2,782","5,271",,,,"4,633,363"
COL,Colombia,Latin America & Caribbean,2012,"6,808","11,790",35,6,65,"46,881,475"
COM,Comoros,Sub-Saharan Africa,2012,"1,346","2,483",,,,"723,868"
CPV,Cabo Verde,Sub-Saharan Africa,2012,"3,403","5,987",11,4,18,"513,979"
CRI,Costa Rica,Latin America & Caribbean,2012,"8,753","13,878",9,2,15,"4,654,122"
CUB,Cuba,Latin America & Caribbean,2012,"5,985",,5,2,8,"11,382,146"
CUW,Curaçao,Latin America & Caribbean,2012,,,,,,"152,088"
CYM,Cayman Islands,Latin America & Caribbean,2012,,"49,789",,,,"57,523"
CYP,Cyprus,Europe & Central Asia,2012,"28,852","31,750",2,1,3,"1,135,062"
